epoch,train_loss,train_acc1,train_acc5,val_loss,val_acc1,val_acc5
001,4.13785,5.20911,23.62360,3.17457,4.91667,25.66667
002,3.11818,7.93695,32.46879,3.01689,6.83333,36.00000
003,3.00417,10.11548,37.71536,2.89197,14.91667,47.25000
004,2.97614,11.33583,40.40262,2.87204,15.75000,49.83334
005,2.92711,12.51873,43.35206,2.86509,12.91667,45.75000
006,2.88158,13.60487,45.86143,2.83194,11.33333,45.83334
007,2.83648,15.08115,48.13359,2.85871,12.50000,46.50000
008,2.81751,15.76779,49.51311,2.91821,13.58333,49.33334
009,2.76791,16.99126,51.90699,2.74476,19.00000,54.50000
010,2.73906,18.13671,52.99314,2.75846,15.33333,51.25000
011,2.81858,16.48564,49.89701,2.80115,14.58333,49.25000
012,2.74660,18.03371,52.44070,2.67911,19.83333,54.66667
013,2.69154,19.21661,54.87516,2.70848,17.25000,56.58334
014,2.68197,19.90013,55.44008,2.87547,15.33333,50.91667
015,2.65598,20.86142,56.61049,2.68847,19.91667,56.50000
016,2.64192,21.42634,57.31586,2.63937,21.08333,56.75000
017,2.61405,21.65106,57.94944,2.63865,21.50000,56.91667
018,2.59679,22.75281,58.83583,2.70604,20.66667,56.08334
019,2.58113,23.04931,59.56929,2.55047,25.00000,63.66667
020,2.58069,23.39576,59.66917,2.89813,18.91667,55.75000
021,2.54532,23.91074,60.81773,2.54542,22.75000,61.75000
022,2.51830,25.21224,61.55743,2.53436,27.08333,60.75000
023,2.49497,25.48689,62.45007,2.54898,23.50000,61.00000
024,2.48366,26.42634,62.82772,2.47248,27.83333,63.25000
025,2.45243,26.99126,63.77029,2.42534,27.75000,65.08334
026,2.43384,27.69663,64.62235,2.42974,28.83333,65.75000
027,2.42243,27.82147,64.77528,2.41398,27.58333,65.25000
028,2.41022,28.51748,65.40887,2.51743,27.58333,62.00000
029,2.39593,28.84520,65.53371,2.40029,31.50000,66.00000
030,2.38045,29.01373,66.23283,2.41244,29.66667,65.91667
031,2.35615,29.73471,67.28152,2.39367,28.91667,67.00000
032,2.35645,29.73471,67.16917,2.38434,28.58333,68.91667
033,2.34490,30.03121,67.79651,2.33157,30.41667,68.66666
034,2.31239,31.25156,68.22410,2.41438,26.83333,66.66666
035,2.30618,31.20475,68.37391,2.31848,30.33333,68.75000
036,2.28791,31.54807,69.15731,2.27721,33.75000,70.00000
037,2.27774,32.14732,69.30088,2.25347,35.00000,72.16667
038,2.28195,32.25656,69.33833,2.26486,36.66667,70.25000
039,2.25328,32.56866,69.99688,2.26364,30.75000,70.33334
040,2.24421,33.11486,69.98440,2.32648,32.41667,68.33334
041,2.23108,33.46442,70.65231,2.20922,33.33334,70.08334
042,2.21742,33.66417,70.95506,2.24092,35.00000,70.83334
043,2.20050,34.15731,71.19538,2.29195,33.50000,66.08334
044,2.18947,34.80337,71.82584,2.27741,35.00000,68.16667
045,2.17191,35.01249,72.12547,2.08964,38.41667,75.00000
046,2.17065,35.06242,72.35643,2.12897,35.66667,73.50000
047,2.15207,36.25468,72.44070,2.10433,37.83334,74.41667
048,2.15897,35.48065,72.62485,2.26070,37.08334,70.75000
049,2.13465,36.18914,73.13983,2.10640,37.25000,74.66667
